date,volumeUSDChange,volumeToken0Change,volumeToken1Change,tvlUSDChange,txCount,feesUSD
1713657600,-2464136.6707993234,-38.41783598000001,-809.2087859524929,476572.8512367606,106,16570.5405291467322631733627753127
1713744000,1318081.489062218,18.506128849999996,396.64905522999493,9077284.915021658,130,20524.78499633338747300369242799667
1713830400,4768751.861726152,70.54834233,1479.1786194775486,-1074582.7961565256,116,34831.04058151184227923075706280365
1713916800,-968194.6758760009,-12.259200249999992,-317.8687573455618,-14016002.92808932,140,31926.45655388384043530802382846406
1714003200,3480750.543728886,59.10113068999999,1204.3577686586882,8271329.2937761545,154,42368.70818507050036847166776280811
1714089600,-3338162.2596990056,-52.97024794999999,-1066.9787534312713,-8477000.070510268,124,32354.22140597347911864063757305336
1714176000,15225060.521963058,243.99147001999998,4707.783000534546,11189209.14644444,277,78029.40297186266056474364127975626
1714262400,-3942183.319688555,-65.27303844,-1454.162201609689,60283.87594783306,243,66202.85301279699254176749674642191
1714348800,-3040043.6365593337,-42.592027540000004,-735.2756508845941,-1233669.2891172767,230,57082.72210311899385002483397436645
1714435200,16857422.0252158,284.54847834,5939.543275175449,-13738986.67933464,283,107654.9881787663857160978954877457
1714521600,-4584701.621851224,-46.89408287999993,-1175.8482419042048,-24842418.5753603,290,93900.88331321272312829609917132188
1714608000,-4950907.600625828,-88.46325365000001,-1816.4308473067304,4600251.930662632,284,79048.16051133523278250433441802181
1714694400,74378489.45932294,1199.01797304,24100.101841110183,23414091.279852152,330,302183.6288893040441780071514698544
1714780800,-89704397.05256875,-1477.9852975400001,-29471.86083733008,2355478.3280673027,194,33070.43773159781592041550510267192
1714867200,608341.0109122507,8.451524449999994,173.68610550770882,3825237.392854631,191,34895.46076433456936392165605064993
1714953600,-1049495.6864405163,-17.258632509999984,-341.2157802654865,-5496550.965739191,190,31746.97370501301971245046550913091
1715040000,-2848763.533654717,-43.43705175000001,-850.3186601328807,-7371177.962968111,155,23200.68310404886937560078835458141
1715126400,5468780.6039796,92.11162262,1914.0408266470026,-7645812.933437109,270,39607.02491598766999040775803853875
1715212800,-8256591.960393649,-134.15618287,-2785.007048431371,11153771.069043756,238,14837.24903480672276228510728558248
1715299200,-141632.02156785037,-2.0583591799999965,-25.971232538892536,-17809919.32253337,202,14412.35297010317133951657197671234
1715385600,-2963429.2299514236,-47.422365940000006,-987.3947612892518,2192341.363345742,153,5522.065280248900615335478427643539
1715472000,-774153.7535715648,-12.82655625,-266.8312685347523,612324.9985368848,158,3199.604019534206270714201549207128
1715558400,18414496.23648516,292.6004042,6231.412059360738,4981646.424343169,340,58443.09272898968910224127231109629
1715644800,-15709196.501962872,-249.20511462000002,-5302.07971480695,-13114466.93070203,222,11315.50322310107361308748950648888
1715731200,10489620.93336094,159.15321236,3507.505690140819,24104406.308079123,358,42784.36602318389512349112363244592
1715817600,2518218.4270272925,33.630506940000004,827.1428354901955,-11984618.755817533,364,50339.02130426576910950702399900766
1715904000,2821870.484892551,41.933570230000015,850.3191679883375,24623504.857414663,378,58804.63275894342282517692402917872
1715990400,-14301772.362302488,-216.43467436000003,-4778.880376771264,3314091.6546812654,230,15899.3156720359596301965699502625
1716076800,1255991.9996858872,19.03638642,420.48513792820654,-5303755.248764932,249,19667.29167109362131974341174866566
1716163200,90700800.56356917,1296.4766515899998,25911.65032605421,66812577.24884081,577,291769.6933618011537311845265732201
1716249600,65006430.731084436,892.6255807800001,15408.403618324177,10369746.999677837,1004,486788.9855550544261258666247121099
1716336000,-102368624.98507671,-1429.60682059,-27418.594494615754,-7630153.137299478,521,179683.1105998243250304478101192146
1716422400,130966739.40127562,1941.1799453600001,34255.94051318498,-5718724.165027976,859,572583.3288036512200334239476203324
1716508800,-123161017.45875862,-1799.1469055100001,-32077.843038215,1190195.2974476218,681,203100.2764273753153014815026147405
1708041600,-2022948.9183907388,-2023063.6381969517,-2022769.6329739997,610.7949595600367,173,620.4700891373496109171044783051154
1708128000,-3421290.5495155416,-3421094.9789882116,-3421328.152662,-999.2796925604343,177,278.3410341857954982345750006485261
1708214400,1917870.970459233,1917688.6319252206,1917939.0453849998,465.83851009607315,212,470.1281312317187694619534121676749
1708300800,9120217.966673538,9120082.183410011,9120468.242239002,1433.8250984102488,284,1382.149927899072639678816379588769
1708387200,-1625148.9504678007,-1625247.1336949319,-1625450.9626240004,1161.3993505835533,242,1219.635032852292588695720355498528
1708473600,-3568015.836985292,-3567791.313261403,-3567864.188286001,927.8531379699707,230,862.8334491537633765964218289542322
1708560000,-2707800.908203208,-2706351.2187303947,-2706385.8555739997,598.0263325870037,144,592.0533583334426262669628550122489
1708646400,-704829.8034154391,-706401.5549570145,-706375.9284300003,556.6390437632799,145,521.5703779918987276035024477901555
